yield_rise_days,yield_fall_days,qqq_mean_return_yield_rise,qqq_mean_return_yield_fall,qqq_positive_pct_yield_rise,qqq_positive_pct_yield_fall
2484,2557,0.0029613701283676573,-0.0016042085435937065,0.6191626409017713,0.49276495893625344
